city_ascii,lat,lng,country,iso2,iso3,admin_name,capital
Lismore,-28.8167,153.2931,Australia,AU,AUS,New South Wales,
Armidale,-30.5123,151.6675,Australia,AU,AUS,New South Wales,
Katoomba,-33.7069,150.32,Australia,AU,AUS,New South Wales,
Goulburn,-34.7496,149.7102,Australia,AU,AUS,New South Wales,
Maitland,-32.721,151.555,Australia,AU,AUS,New South Wales,
Tuncurry,-32.1931,152.5266,Australia,AU,AUS,New South Wales,
Broken Hill,-31.95,141.4331,Australia,AU,AUS,New South Wales,
Griffith,-34.29,146.04,Australia,AU,AUS,New South Wales,
Ballina,-28.8614,153.568,Australia,AU,AUS,New South Wales,
Richmond,-33.5995,150.74,Australia,AU,AUS,New South Wales,
Singleton,-32.5695,151.16,Australia,AU,AUS,New South Wales,
Kempsey,-31.0874,152.822,Australia,AU,AUS,New South Wales,
Muswellbrook,-32.2696,150.89,Australia,AU,AUS,New South Wales,
Parkes,-33.1296,148.17,Australia,AU,AUS,New South Wales,
Lithgow,-33.4961,150.1528,Australia,AU,AUS,New South Wales,
Batemans Bay,-35.6896,150.2073,Australia,AU,AUS,New South Wales,
Kiama,-34.7096,150.84,Australia,AU,AUS,New South Wales,
Grafton,-29.712,152.9377,Australia,AU,AUS,New South Wales,
Ulladulla,-35.3495,150.47,Australia,AU,AUS,New South Wales,
Inverell,-29.7668,151.1126,Australia,AU,AUS,New South Wales,
Moree,-29.4699,149.8301,Australia,AU,AUS,New South Wales,
Deniliquin,-35.5296,144.95,Australia,AU,AUS,New South Wales,
Young,-34.3096,148.29,Australia,AU,AUS,New South Wales,
Leeton,-34.5449,146.3973,Australia,AU,AUS,New South Wales,
Gunnedah,-30.987,150.2623,Australia,AU,AUS,New South Wales,
Narrabri,-30.3319,149.7874,Australia,AU,AUS,New South Wales,
Cowra,-33.8296,148.68,Australia,AU,AUS,New South Wales,
Byron Bay,-28.6565,153.6129,Australia,AU,AUS,New South Wales,
Tumut,-35.3096,148.22,Australia,AU,AUS,New South Wales,
Cooma,-36.2396,149.12,Australia,AU,AUS,New South Wales,
Merimbula,-36.8996,149.9,Australia,AU,AUS,New South Wales,
Bathurst,-33.4196,149.57,Australia,AU,AUS,New South Wales,
Mudgee,-32.5896,149.5801,Australia,AU,AUS,New South Wales,
Forbes,-33.3896,148.02,Australia,AU,AUS,New South Wales,
Scone,-32.0796,150.8501,Australia,AU,AUS,New South Wales,
Central Coast,-33.42,151.3,Australia,AU,AUS,New South Wales,
Bourke,-30.1,145.9333,Australia,AU,AUS,New South Wales,
Yamba,-29.423,153.3533,Australia,AU,AUS,New South Wales,
Wilcannia,-31.5662,143.3833,Australia,AU,AUS,New South Wales,
Ivanhoe,-32.8996,144.3,Australia,AU,AUS,New South Wales,
Darwin,-12.4254,130.85,Australia,AU,AUS,Northern Territory,admin
Alice Springs,-23.701,133.88,Australia,AU,AUS,Northern Territory,
Katherine,-14.4666,132.2666,Australia,AU,AUS,Northern Territory,
McMinns Lagoon,-12.5329,131.05,Australia,AU,AUS,Northern Territory,
Yulara,-25.2405,130.9889,Australia,AU,AUS,Northern Territory,
Pine Creek,-13.8162,131.8167,Australia,AU,AUS,Northern Territory,
Adelaide River,-13.2495,131.1,Australia,AU,AUS,Northern Territory,
Brisbane,-27.455,153.0351,Australia,AU,AUS,Queensland,admin
Gold Coast,-28.0815,153.4482,Australia,AU,AUS,Queensland,
Cairns,-16.8878,145.7633,Australia,AU,AUS,Queensland,
Townsville,-19.25,146.77,Australia,AU,AUS,Queensland,
Caloundra,-26.8,153.1333,Australia,AU,AUS,Queensland,
Toowoomba,-27.5645,151.9555,Australia,AU,AUS,Queensland,
Mackay,-21.1439,149.15,Australia,AU,AUS,Queensland,
Rockhampton,-23.3639,150.52,Australia,AU,AUS,Queensland,
Bundaberg,-24.8791,152.3509,Australia,AU,AUS,Queensland,
Mount Isa,-20.7239,139.49,Australia,AU,AUS,Queensland,
Caboolture,-27.083,152.95,Australia,AU,AUS,Queensland,
Gladstone,-23.8533,151.2467,Australia,AU,AUS,Queensland,
Hervey Bay,-25.2887,152.8409,Australia,AU,AUS,Queensland,
Maryborough,-25.5491,152.7209,Australia,AU,AUS,Queensland,
Bongaree,-27.0787,153.1509,Australia,AU,AUS,Queensland,
Warwick,-28.2292,152.0203,Australia,AU,AUS,Queensland,
Gympie,-26.1886,152.6709,Australia,AU,AUS,Queensland,
Bowen,-20.0013,148.2087,Australia,AU,AUS,Queensland,
Yeppoon,-23.1329,150.7567,Australia,AU,AUS,Queensland,
Innisfail,-17.5313,146.0387,Australia,AU,AUS,Queensland,
Moranbah,-22.0016,148.038,Australia,AU,AUS,Queensland,
Dalby,-27.1939,151.2657,Australia,AU,AUS,Queensland,
Charters Towers,-20.0809,146.2587,Australia,AU,AUS,Queensland,
Emerald,-23.5122,148.1673,Australia,AU,AUS,Queensland,
Ayr,-19.5702,147.3995,Australia,AU,AUS,Queensland,
Kingaroy,-26.539,151.8406,Australia,AU,AUS,Queensland,
Atherton,-17.2703,145.4694,Australia,AU,AUS,Queensland,
Biloela,-24.3936,150.4961,Australia,AU,AUS,Queensland,
Ingham,-18.6496,146.1666,Australia,AU,AUS,Queensland,
Roma,-26.5594,148.7907,Australia,AU,AUS,Queensland,
Goondiwindi,-28.5548,150.3253,Australia,AU,AUS,Queensland,
Proserpine,-20.4162,148.5835,Australia,AU,AUS,Queensland,
Port Douglas,-16.4846,145.4587,Australia,AU,AUS,Queensland,
Longreach,-23.4496,144.25,Australia,AU,AUS,Queensland,
Weipa,-12.6666,141.8666,Australia,AU,AUS,Queensland,
Charleville,-26.4,146.25,Australia,AU,AUS,Queensland,
Cloncurry,-20.7,140.5,Australia,AU,AUS,Queensland,
Barcaldine,-23.5662,145.2834,Australia,AU,AUS,Queensland,
Quilpie,-26.6166,144.25,Australia,AU,AUS,Queensland,
Hughenden,-20.85,144.2,Australia,AU,AUS,Queensland,
Winton,-22.3996,143.0333,Australia,AU,AUS,Queensland,
Georgetown,-18.3,143.5333,Australia,AU,AUS,Queensland,
Boulia,-22.8996,139.9,Australia,AU,AUS,Queensland,
Eidsvold,-25.3662,151.1333,Australia,AU,AUS,Queensland,
Richmond,-20.7163,143.1333,Australia,AU,AUS,Queensland,
Birdsville,-25.8996,139.3666,Australia,AU,AUS,Queensland,
Theodore,-24.9495,150.0833,Australia,AU,AUS,Queensland,
Thargomindah,-28,143.8167,Australia,AU,AUS,Queensland,
Burketown,-17.7161,139.5666,Australia,AU,AUS,Queensland,
Camooweal,-19.9167,138.1167,Australia,AU,AUS,Queensland,
Karumba,-17.4833,140.8334,Australia,AU,AUS,Queensland,
Windorah,-25.4332,142.6502,Australia,AU,AUS,Queensland,
Bedourie,-24.3496,139.4666,Australia,AU,AUS,Queensland,
Adelaide,-34.935,138.6,Australia,AU,AUS,South Australia,admin
Mount Gambier,-37.8313,140.765,Australia,AU,AUS,South Australia,
Whyalla,-33.025,137.5614,Australia,AU,AUS,South Australia,
Murray Bridge,-35.1296,139.26,Australia,AU,AUS,South Australia,
Gawler,-34.6074,138.7264,Australia,AU,AUS,South Australia,
Port Augusta,-32.49,137.77,Australia,AU,AUS,South Australia,
Port Lincoln,-34.7332,135.8666,Australia,AU,AUS,South Australia,
Port Pirie,-33.1911,137.99,Australia,AU,AUS,South Australia,
Victor Harbor,-35.5596,138.6173,Australia,AU,AUS,South Australia,
Berri,-34.2829,140.6,Australia,AU,AUS,South Australia,
Clare,-33.8329,138.6,Australia,AU,AUS,South Australia,
Wallaroo,-33.9329,137.6333,Australia,AU,AUS,South Australia,
Bordertown,-36.3162,140.7666,Australia,AU,AUS,South Australia,
Tumby Bay,-34.3829,136.0833,Australia,AU,AUS,South Australia,
Penola,-37.383,140.8167,Australia,AU,AUS,South Australia,
Streaky Bay,-32.8119,134.2149,Australia,AU,AUS,South Australia,
Kingston South East,-36.8328,139.8501,Australia,AU,AUS,South Australia,
Peterborough,-32.9662,138.8333,Australia,AU,AUS,South Australia,
Ceduna,-32.0991,133.6623,Australia,AU,AUS,South Australia,
Meningie,-35.6995,139.3333,Australia,AU,AUS,South Australia,
Kimba,-33.1496,136.4334,Australia,AU,AUS,South Australia,
Cowell,-33.6829,136.9166,Australia,AU,AUS,South Australia,
Andamooka,-30.431,137.1656,Australia,AU,AUS,South Australia,
Woomera,-31.1496,136.8,Australia,AU,AUS,South Australia,
Kingoonya,-30.8996,135.3,Australia,AU,AUS,South Australia,
Hobart,-42.85,147.295,Australia,AU,AUS,Tasmania,admin
Launceston,-41.4498,147.1302,Australia,AU,AUS,Tasmania,
Burnie,-41.0666,145.9167,Australia,AU,AUS,Tasmania,
Devonport,-41.1927,146.3311,Australia,AU,AUS,Tasmania,
Kingston,-42.9911,147.3084,Australia,AU,AUS,Tasmania,
Smithton,-40.8329,145.1167,Australia,AU,AUS,Tasmania,
Scottsdale,-41.1495,147.5167,Australia,AU,AUS,Tasmania,
Queenstown,-42.0829,145.55,Australia,AU,AUS,Tasmania,
Oatlands,-42.2996,147.3666,Australia,AU,AUS,Tasmania,
Bicheno,-41.8784,148.2886,Australia,AU,AUS,Tasmania,
Melbourne,-37.82,144.975,Australia,AU,AUS,Victoria,admin
Cranbourne,-38.0996,145.2834,Australia,AU,AUS,Victoria,
Geelong,-38.1675,144.3956,Australia,AU,AUS,Victoria,
Ballarat,-37.5596,143.84,Australia,AU,AUS,Victoria,
Bendigo,-36.76,144.28,Australia,AU,AUS,Victoria,
Mildura,-34.185,142.1514,Australia,AU,AUS,Victoria,
Shepparton,-36.3746,145.3914,Australia,AU,AUS,Victoria,
Melton,-37.6895,144.57,Australia,AU,AUS,Victoria,
Warrnambool,-38.38,142.47,Australia,AU,AUS,Victoria,
Sunbury,-37.5696,144.71,Australia,AU,AUS,Victoria,
Sale,-38.1096,147.06,Australia,AU,AUS,Victoria,
Echuca,-36.1296,144.75,Australia,AU,AUS,Victoria,
Traralgon,-38.1996,146.53,Australia,AU,AUS,Victoria,
Wangaratta,-36.36,146.3,Australia,AU,AUS,Victoria,
Horsham,-36.7096,142.19,Australia,AU,AUS,Victoria,
Portland,-38.34,141.59,Australia,AU,AUS,Victoria,
Bairnsdale,-37.8296,147.61,Australia,AU,AUS,Victoria,
Swan Hill,-35.3396,143.54,Australia,AU,AUS,Victoria,
Colac,-38.3395,143.58,Australia,AU,AUS,Victoria,
Hamilton,-37.7312,142.0234,Australia,AU,AUS,Victoria,
Maryborough,-37.0496,143.73,Australia,AU,AUS,Victoria,
Stawell,-37.0596,142.76,Australia,AU,AUS,Victoria,
Ararat,-37.2795,142.91,Australia,AU,AUS,Victoria,
Wonthaggi,-38.6095,145.59,Australia,AU,AUS,Victoria,
Cobram,-35.9196,145.65,Australia,AU,AUS,Victoria,
Seymour,-37.0342,145.1273,Australia,AU,AUS,Victoria,
Ouyen,-35.0662,142.3167,Australia,AU,AUS,Victoria,
Perth,-31.955,115.84,Australia,AU,AUS,Western Australia,admin
Mandurah,-32.5235,115.7471,Australia,AU,AUS,Western Australia,
Kalgoorlie,-30.7354,121.46,Australia,AU,AUS,Western Australia,
Geraldton,-28.7666,114.6,Australia,AU,AUS,Western Australia,
Bunbury,-33.3443,115.6502,Australia,AU,AUS,Western Australia,
Albany,-35.0169,117.8916,Australia,AU,AUS,Western Australia,
Kwinana,-32.2394,115.7702,Australia,AU,AUS,Western Australia,
Roebourne,-20.7829,117.1333,Australia,AU,AUS,Western Australia,
Karratha,-20.7304,116.87,Australia,AU,AUS,Western Australia,
Port Hedland,-20.3104,118.606,Australia,AU,AUS,Western Australia,
Broome,-17.9618,122.2308,Australia,AU,AUS,Western Australia,
Busselton,-33.6564,115.3487,Australia,AU,AUS,Western Australia,
Esperance,-33.8573,121.8889,Australia,AU,AUS,Western Australia,
Carnarvon,-24.8998,113.6501,Australia,AU,AUS,Western Australia,
Northam,-31.6566,116.6534,Australia,AU,AUS,Western Australia,
Kununurra,-15.7666,128.7333,Australia,AU,AUS,Western Australia,
Manjimup,-34.2333,116.15,Australia,AU,AUS,Western Australia,
Narrogin,-32.9329,117.1666,Australia,AU,AUS,Western Australia,
Katanning,-33.6996,117.5501,Australia,AU,AUS,Western Australia,
Tom Price,-22.6935,117.7931,Australia,AU,AUS,Western Australia,
Mount Barker,-34.6328,117.6666,Australia,AU,AUS,Western Australia,
Wagin,-33.2996,117.35,Australia,AU,AUS,Western Australia,
Kalbarri,-27.6662,114.1667,Australia,AU,AUS,Western Australia,
Ravensthorpe,-33.5829,120.0333,Australia,AU,AUS,Western Australia,
Wyndham,-15.374,128.3601,Australia,AU,AUS,Western Australia,
Meekatharra,-26.6,118.4833,Australia,AU,AUS,Western Australia,
Morawa,-29.2163,116,Australia,AU,AUS,Western Australia,
Three Springs,-29.5333,115.75,Australia,AU,AUS,Western Australia,
Newman,-23.3666,119.7333,Australia,AU,AUS,Western Australia,
Merredin,-31.4828,118.2667,Australia,AU,AUS,Western Australia,
Gingin,-31.3496,115.9,Australia,AU,AUS,Western Australia,
Port Denison,-29.2828,114.9166,Australia,AU,AUS,Western Australia,
Halls Creek,-18.2667,127.7667,Australia,AU,AUS,Western Australia,
Exmouth,-21.9311,114.1233,Australia,AU,AUS,Western Australia,
Norseman,-32.2,121.7666,Australia,AU,AUS,Western Australia,
Pannawonica,-21.6366,116.325,Australia,AU,AUS,Western Australia,
Onslow,-21.6576,115.0963,Australia,AU,AUS,Western Australia,
Mount Magnet,-28.0662,117.8167,Australia,AU,AUS,Western Australia,
Laverton,-28.627,122.404,Australia,AU,AUS,Western Australia,
Leonora,-28.8815,121.328,Australia,AU,AUS,Western Australia,
Southern Cross,-31.2161,119.3167,Australia,AU,AUS,Western Australia,
Eisenstadt,47.8333,16.5333,Austria,AT,AUT,Burgenland,admin
Klagenfurt,46.6203,14.31,Austria,AT,AUT,Kärnten,admin
Sankt Polten,48.2,15.6333,Austria,AT,AUT,Niederösterreich,admin
Wiener Neustadt,47.816,16.25,Austria,AT,AUT,Niederösterreich,minor
Linz,48.3192,14.2888,Austria,AT,AUT,Oberösterreich,admin
Salzburg,47.8105,13.04,Austria,AT,AUT,Salzburg,admin
Graz,47.0778,15.41,Austria,AT,AUT,Steiermark,admin
Innsbruck,47.2804,11.41,Austria,AT,AUT,Tirol,admin
Bregenz,47.5167,9.7667,Austria,AT,AUT,Vorarlberg,admin
Vienna,48.2,16.3666,Austria,AT,AUT,Wien,primary
Xirdalan,40.4481,49.755,Azerbaijan,AZ,AZE,Abşeron,admin
Agcabadi,40.0501,47.4594,Azerbaijan,AZ,AZE,Ağcabədi,admin
Agdam,39.991,46.9274,Azerbaijan,AZ,AZE,Ağdam,admin
Agdas,40.647,47.4738,Azerbaijan,AZ,AZE,Ağdaş,admin
Agstafa,41.1148,45.4468,Azerbaijan,AZ,AZE,Ağstafa,admin
Agsu,40.5692,48.3965,Azerbaijan,AZ,AZE,Ağsu,admin
Astara,38.456,48.875,Azerbaijan,AZ,AZE,Astara,admin
Baku,40.3953,49.8622,Azerbaijan,AZ,AZE,Bakı,primary
Balakan,41.7263,46.4048,Azerbaijan,AZ,AZE,Balakən,admin
Beylaqan,39.7756,47.6186,Azerbaijan,AZ,AZE,Beyləqan,admin
Barda,40.3758,47.1262,Azerbaijan,AZ,AZE,Bərdə,admin
Bilasuvar,39.4583,48.545,Azerbaijan,AZ,AZE,Biləsuvar,admin
Cabrayil,39.3992,47.0283,Azerbaijan,AZ,AZE,Cəbrayıl,admin
Calilabad,39.2096,48.4919,Azerbaijan,AZ,AZE,Cəlilabad,admin
Daskasan,40.5239,46.0819,Azerbaijan,AZ,AZE,Daşkəsən,admin
Fuzuli,39.6009,47.1453,Azerbaijan,AZ,AZE,Füzuli,admin
Gadabay,40.5656,45.8161,Azerbaijan,AZ,AZE,Gədəbəy,admin
Ganca,40.685,46.35,Azerbaijan,AZ,AZE,Gəncə,admin
Goranboy,40.6103,46.7897,Azerbaijan,AZ,AZE,Goranboy,admin
Goycay,40.6534,47.7406,Azerbaijan,AZ,AZE,Göyçay,admin
Goygol,40.5858,46.3189,Azerbaijan,AZ,AZE,Göygöl,admin
Haciqabul,40.0387,48.9429,Azerbaijan,AZ,AZE,Hacıqabul,admin
Imisli,39.8724,48.0649,Azerbaijan,AZ,AZE,İmişli,admin
Ismayilli,40.7848,48.1514,Azerbaijan,AZ,AZE,İsmayıllı,admin
Kalbacar,40.1098,46.0445,Azerbaijan,AZ,AZE,Kəlbəcər,admin
Qivraq,39.3994,45.1151,Azerbaijan,AZ,AZE,Kəngərli,admin
Kurdamir,40.3426,48.1565,Azerbaijan,AZ,AZE,Kürdəmir,admin
Lacin,39.6434,46.5462,Azerbaijan,AZ,AZE,Laçın,admin
Lerik,38.7739,48.415,Azerbaijan,AZ,AZE,Lerik,admin
Lankaran,38.754,48.8511,Azerbaijan,AZ,AZE,Lənkəran,admin
Masalli,39.0278,48.6703,Azerbaijan,AZ,AZE,Masallı,admin
Mingacevir,40.7639,47.0595,Azerbaijan,AZ,AZE,Mingəçevir,admin
Naftalan,40.5082,46.8203,Azerbaijan,AZ,AZE,Naftalan,admin
Naxcivan,39.2092,45.4122,Azerbaijan,AZ,AZE,Naxçıvan,admin
Neftcala,39.3768,49.247,Azerbaijan,AZ,AZE,Neftçala,admin
Oguz,41.0708,47.4583,Azerbaijan,AZ,AZE,Oğuz,admin
Ordubad,38.9096,46.0227,Azerbaijan,AZ,AZE,Ordubad,admin
Qax,41.4183,46.9204,Azerbaijan,AZ,AZE,Qax,admin
Qazax,41.0925,45.3656,Azerbaijan,AZ,AZE,Qazax,admin
Qabala,40.9825,47.8491,Azerbaijan,AZ,AZE,Qəbələ,admin
Qobustan,40.5336,48.9282,Azerbaijan,AZ,AZE,Qobustan,admin
Quba,41.3611,48.5134,Azerbaijan,AZ,AZE,Quba,admin
Qubadli,39.3444,46.5818,Azerbaijan,AZ,AZE,Qubadlı,admin
Qazyan,39.2015,46.415,Azerbaijan,AZ,AZE,Qubadlı,
Qusar,41.4275,48.4302,Azerbaijan,AZ,AZE,Qusar,admin
Saatli,39.9321,48.3689,Azerbaijan,AZ,AZE,Saatlı,admin
Sabirabad,40.0087,48.477,Azerbaijan,AZ,AZE,Sabirabad,admin
Davaci,41.2012,48.9871,Azerbaijan,AZ,AZE,Şabran,admin
Sahbuz,39.4072,45.5739,Azerbaijan,AZ,AZE,Şahbuz,admin
Salyan,39.5962,48.9848,Azerbaijan,AZ,AZE,Salyan,admin
Samux,40.7649,46.4087,Azerbaijan,AZ,AZE,Samux,admin
Heydarabad,39.7229,44.8485,Azerbaijan,AZ,AZE,Sədərək,admin
Saki,41.1923,47.1705,Azerbaijan,AZ,AZE,Şəki,admin
Samkir,40.8297,46.0178,Azerbaijan,AZ,AZE,Şəmkir,admin
Sarur,39.5544,44.9826,Azerbaijan,AZ,AZE,Şərur,admin
Sirvan,39.9323,48.9203,Azerbaijan,AZ,AZE,Şirvan,
Siyazan,41.0781,49.1156,Azerbaijan,AZ,AZE,Siyəzən,admin
Sumqayit,40.58,49.63,Azerbaijan,AZ,AZE,Sumqayıt,admin
Susa,39.7601,46.7499,Azerbaijan,AZ,AZE,Şuşa,admin
Tartar,40.342,46.9316,Azerbaijan,AZ,AZE,Tərtər,admin
Tovuz,40.9922,45.6289,Azerbaijan,AZ,AZE,Tovuz,admin
Agdam,40.9053,45.5564,Azerbaijan,AZ,AZE,Tovuz,
Ucar,40.5121,47.6519,Azerbaijan,AZ,AZE,Ucar,admin
Xacmaz,41.4643,48.8057,Azerbaijan,AZ,AZE,Xaçmaz,admin
Xankandi,39.8156,46.752,Azerbaijan,AZ,AZE,Xankəndi,
Xizi,40.9085,49.0748,Azerbaijan,AZ,AZE,Xızı,admin
Xocali,39.913,46.7903,Azerbaijan,AZ,AZE,Xocalı,admin
Xocavand,39.795,47.1117,Azerbaijan,AZ,AZE,Xocavənd,admin
Yardimli,38.9077,48.2405,Azerbaijan,AZ,AZE,Yardımlı,admin
Yevlax,40.6172,47.15,Azerbaijan,AZ,AZE,Yevlax,admin
Zaqatala,41.6316,46.6448,Azerbaijan,AZ,AZE,Zaqatala,admin
Zangilan,39.0837,46.6599,Azerbaijan,AZ,AZE,Zəngilan,admin
Zardab,40.2184,47.7121,Azerbaijan,AZ,AZE,Zərdab,admin
Qazmalar,40.9814,47.8458,Azerbaijan,AZ,AZE,,
Freeport City,26.5333,-78.7,"Bahamas, The",BS,BHS,City of Freeport,
Nassau,25.0834,-77.35,"Bahamas, The",BS,BHS,,primary
Manama,26.2361,50.5831,Bahrain,BH,BHR,Al ‘Āşimah,primary
Barisal,22.7004,90.375,Bangladesh,BD,BGD,Barisāl,admin
Chittagong,22.33,91.8,Bangladesh,BD,BGD,Chittagong,admin
Comilla,23.4704,91.17,Bangladesh,BD,BGD,Chittagong,
Dhaka,23.7231,90.4086,Bangladesh,BD,BGD,Dhaka,primary
Narayanganj,23.6204,90.5,Bangladesh,BD,BGD,Dhaka,
Tangail,24.25,89.92,Bangladesh,BD,BGD,Dhaka,
Khulna,22.84,89.56,Bangladesh,BD,BGD,Khulna,admin
Jessore,23.1704,89.2,Bangladesh,BD,BGD,Khulna,
Mymensingh,24.7504,90.38,Bangladesh,BD,BGD,Mymensingh,admin
Jamalpur,24.9004,89.95,Bangladesh,BD,BGD,Mymensingh,
Rajshahi,24.375,88.605,Bangladesh,BD,BGD,Rājshāhi,admin
Nawabganj,24.5804,88.35,Bangladesh,BD,BGD,Rājshāhi,
Rangpur,25.75,89.28,Bangladesh,BD,BGD,Rangpur,admin
Saidpur,25.8004,89,Bangladesh,BD,BGD,Rangpur,
Sylhet,24.9036,91.8736,Bangladesh,BD,BGD,Sylhet,admin
Pabna,24.0004,89.25,Bangladesh,BD,BGD,,
Bridgetown,13.102,-59.6165,Barbados,BB,BRB,Saint Michael,primary
Brest,52.1,23.7,Belarus,BY,BLR,Brestskaya Voblasts’,admin
Baranavichy,53.1368,26.0134,Belarus,BY,BLR,Brestskaya Voblasts’,minor
Pinsk,52.1279,26.0941,Belarus,BY,BLR,Brestskaya Voblasts’,minor
Homyel',52.43,31,Belarus,BY,BLR,Homyel’skaya Voblasts’,admin
Mazyr,52.046,29.2722,Belarus,BY,BLR,Homyel’skaya Voblasts’,minor
Hrodna,53.6779,23.8341,Belarus,BY,BLR,Hrodzyenskaya Voblasts’,admin
Lida,53.8885,25.2846,Belarus,BY,BLR,Hrodzyenskaya Voblasts’,
Mahilyow,53.8985,30.3247,Belarus,BY,BLR,Mahilyowskaya Voblasts’,admin
Babruysk,53.1266,29.1928,Belarus,BY,BLR,Mahilyowskaya Voblasts’,minor
Minsk,53.9,27.5666,Belarus,BY,BLR,Minsk,primary
Horad Barysaw,54.226,28.4922,Belarus,BY,BLR,Minskaya Voblasts’,minor
Maladzyechna,54.3188,26.8653,Belarus,BY,BLR,Minskaya Voblasts’,minor
Vitsyebsk,55.1887,30.1853,Belarus,BY,BLR,Vitsyebskaya Voblasts’,admin
Orsha,54.5153,30.4215,Belarus,BY,BLR,Vitsyebskaya Voblasts’,minor
Polatsk,55.4894,28.786,Belarus,BY,BLR,Vitsyebskaya Voblasts’,minor
Brussels,50.8333,4.3333,Belgium,BE,BEL,Brussels-Capital Region,primary
Antwerp,51.2204,4.415,Belgium,BE,BEL,Flanders,minor
Gent,51.03,3.7,Belgium,BE,BEL,Flanders,minor
Bruges,51.2204,3.23,Belgium,BE,BEL,Flanders,minor
Hasselt,50.964,5.484,Belgium,BE,BEL,Flanders,minor
Liege,50.63,5.58,Belgium,BE,BEL,Wallonia,minor
Charleroi,50.4204,4.45,Belgium,BE,BEL,Wallonia,minor
Namur,50.4704,4.87,Belgium,BE,BEL,Wallonia,admin
Mons,50.446,3.939,Belgium,BE,BEL,Wallonia,minor
Arlon,49.6833,5.8167,Belgium,BE,BEL,Wallonia,minor
Belize City,17.4987,-88.1884,Belize,BZ,BLZ,Belize,admin
Belmopan,17.252,-88.7671,Belize,BZ,BLZ,Cayo,primary
San Ignacio,17.156,-89.061,Belize,BZ,BLZ,Cayo,admin
Corozal,18.398,-88.388,Belize,BZ,BLZ,Corozal,admin
Orange Walk,18.0904,-88.56,Belize,BZ,BLZ,Orange Walk,admin
Dangriga,16.97,-88.22,Belize,BZ,BLZ,Stann Creek,admin
Punta Gorda,16.1003,-88.81,Belize,BZ,BLZ,Toledo,admin
Kandi,11.1304,2.94,Benin,BJ,BEN,Alibori,admin
Natitingou,10.3204,1.39,Benin,BJ,BEN,Atacora,admin
Ouidah,6.3604,2.09,Benin,BJ,BEN,Atlantique,admin
Parakou,9.34,2.62,Benin,BJ,BEN,Borgou,admin
Savalou,7.9281,1.9756,Benin,BJ,BEN,Collines,admin
Dogbo,6.8167,1.7833,Benin,BJ,BEN,Couffo,admin
Djougou,9.7004,1.68,Benin,BJ,BEN,Donga,admin
Cotonou,6.4,2.52,Benin,BJ,BEN,Littoral,primary
Lokossa,6.615,1.715,Benin,BJ,BEN,Mono,admin
Porto-Novo,6.4833,2.6166,Benin,BJ,BEN,Ouémé,primary
Sakete,6.7362,2.6587,Benin,BJ,BEN,Plateau,admin
Abomey,7.1904,1.99,Benin,BJ,BEN,Zou,admin
Hamilton,32.2942,-64.7839,Bermuda,BM,BMU,Hamilton,
Jakar,27.5492,90.7525,Bhutan,BT,BTN,Bumthang,admin
Tsimasham,27.0989,89.536,Bhutan,BT,BTN,Chhukha,admin
Daga,27.0753,89.8769,Bhutan,BT,BTN,Dagana,admin
Gasa,27.9067,89.7304,Bhutan,BT,BTN,Gasa,admin
Haa,27.3685,89.2918,Bhutan,BT,BTN,Haa,admin
Lhuentse,27.6679,91.1839,Bhutan,BT,BTN,Lhuentse,admin
Mongar,27.2747,91.2396,Bhutan,BT,BTN,Mongar,admin
Paro,27.3833,89.5167,Bhutan,BT,BTN,Paro,admin
Pemagatshel,27.038,91.4031,Bhutan,BT,BTN,Pemagatshel,admin
Punakha,27.6333,89.8333,Bhutan,BT,BTN,Punakha,admin
Samdrup Jongkhar,26.8007,91.5052,Bhutan,BT,BTN,Samdrup Jongkhar,admin
Samtse,26.899,89.0995,Bhutan,BT,BTN,Samtse,admin
Sarpang,26.8639,90.2674,Bhutan,BT,BTN,Sarpang,admin
Thimphu,27.473,89.639,Bhutan,BT,BTN,Thimphu,primary
Trashi Yangtse,27.6116,91.498,Bhutan,BT,BTN,Trashi Yangtse,admin
Trashigang,27.3331,91.5542,Bhutan,BT,BTN,Trashigang,admin
Trongsa,27.5026,90.5072,Bhutan,BT,BTN,Trongsa,admin
Tsirang,27.0219,90.1229,Bhutan,BT,BTN,Tsirang,admin
Wangdue Phodrang,27.4333,89.9167,Bhutan,BT,BTN,Wangdue Phodrang,admin
Zhemgang,27.2169,90.6579,Bhutan,BT,BTN,Zhemgang,admin
Sucre,-19.041,-65.2595,Bolivia,BO,BOL,Chuquisaca,primary
Camargo,-20.6396,-65.21,Bolivia,BO,BOL,Chuquisaca,
Padilla,-19.2996,-64.31,Bolivia,BO,BOL,Chuquisaca,
Tarabuco,-19.18,-64.9199,Bolivia,BO,BOL,Chuquisaca,
Cochabamba,-17.41,-66.17,Bolivia,BO,BOL,Cochabamba,admin
Quillacollo,-17.4,-66.28,Bolivia,BO,BOL,Cochabamba,
Punata,-17.55,-65.84,Bolivia,BO,BOL,Cochabamba,
Cliza,-17.59,-65.93,Bolivia,BO,BOL,Cochabamba,
Aiquile,-18.1895,-65.18,Bolivia,BO,BOL,Cochabamba,
Puerto Villarroel,-16.87,-64.78,Bolivia,BO,BOL,Cochabamba,
Santa Ana de Yacuma,-13.76,-65.58,Bolivia,BO,BOL,El Beni,
Trinidad,-14.8334,-64.9,Bolivia,BO,BOL,El Beni,admin
